county_fips,pivot_odds,log_pivot_odds
06115,2.18468e-05,-10.731456
08001,3.743107e-05,-10.193009
08003,0.00087982195,-7.035791
08005,1.3301713e-05,-11.227618
08007,9.2573115e-05,-9.287512
08009,5.4212187e-06,-12.12519
08011,2.4480723e-05,-10.617624
08013,7.442136e-06,-11.808352
08014,0.0001220166,-9.0113535
08015,0.0002698578,-8.217615
08017,0.0,-36.841362
08019,0.0012448139,-6.6887693
08021,0.001302012,-6.6438446
08023,0.00017827722,-8.632171
08025,2.117467e-05,-10.762705
08027,3.7738355e-05,-10.184834
08029,3.6365138e-06,-12.524485
08031,2.518556e-06,-12.891825
08033,2.8216897e-05,-10.47559
08035,5.4406764e-06,-12.121607
08037,0.00016674737,-8.699031
08039,3.1374401e-15,-33.363995
08041,2.457633e-06,-12.916312
08043,3.4640965e-24,-36.841362
08045,9.812389e-05,-9.2292795
08047,0.002944397,-5.8278513
08049,0.00020345717,-8.500055
08051,0.00041471652,-7.787915
08053,0.0006926366,-7.2750053
08055,0.0012806449,-6.6603913
08057,2.9227976e-05,-10.440384
08059,1.19399565e-05,-11.33562
08061,1.8835211e-05,-10.879783
08063,1.49505e-07,-15.715936
08065,0.0014623773,-6.527692
08067,0.00015787018,-8.753737
08069,2.120364e-05,-10.761337
08071,0.00024651864,-8.308073
08073,0.0,-36.841362
08075,1.0359249e-06,-13.780216
08077,2.157829e-06,-13.046408
08079,0.0018703607,-6.281624
08081,1.0491241e-06,-13.767555
08083,2.9466968e-05,-10.4322405
08085,9.103428e-07,-13.909445
08087,3.3544172e-06,-12.605232
08089,3.0111074e-05,-10.410618
08091,0.0009889212,-6.918896
08093,3.5431363e-05,-10.247913
08095,0.0,-36.841362
08097,0.0001127419,-9.090409
08099,7.4001373e-06,-11.814012
08101,0.00022771207,-8.387428
08103,0.0,-36.841362
08105,0.00016080933,-8.7352915
08107,0.00028791715,-8.152838
08109,0.0016256605,-6.421841
08111,0.008088872,-4.817266
08113,0.00016829802,-8.6897745
08115,4.1563277e-09,-19.298634
08117,0.00018025892,-8.621117
08119,7.4295554e-06,-11.810044
08121,1.0699766e-10,-22.958214
08123,4.9675423e-06,-12.212585
08125,1.9603447e-15,-33.815903
09001,1.0846341e-05,-11.431683
09003,5.676431e-06,-12.079188
09005,1.1721699e-05,-11.354069
09007,8.876618e-05,-9.329505
09009,1.29866075e-05,-11.251592
09011,6.769477e-05,-9.600502
09013,0.0001523047,-8.789627
09015,0.00024993907,-8.294293
10001,5.923748e-05,-9.733956
10003,6.264808e-06,-11.980562
10005,7.047539e-06,-11.862832
11001,1.8624104e-07,-15.496224
12001,3.8545775e-05,-10.163664
12003,8.205551e-10,-20.92104
12005,1.5116139e-07,-15.704918
12007,1.9659024e-06,-13.139559
12009,1.4785159e-06,-13.424472
12011,1.0856202e-06,-13.733359
12013,4.002116e-05,-10.126102
12015,2.4990737e-18,-36.816677
12017,4.240372e-06,-12.370859
12019,1.3936625e-06,-13.483576
12021,2.0128089e-06,-13.115979
12023,1.2018985e-06,-13.631608
12027,1.9562945e-08,-17.749628
12029,1.575145e-05,-11.0585785
12031,6.2888003e-06,-11.97674
12033,4.802281e-06,-12.24642
12035,7.2458006e-06,-11.835089
12037,3.5101362e-05,-10.257271
12039,2.8239509e-05,-10.474789
12041,1.2001906e-05,-11.330445
12043,4.614327e-05,-9.98376
12045,1.8796518e-05,-10.881839
12047,1.6298049e-05,-11.024466
12049,1.3222935e-06,-13.536142
12051,6.05099e-05,-9.712704
12053,6.5175877e-06,-11.941007
12055,7.137922e-07,-14.152674
12057,8.014781e-06,-11.734223
12059,1.0966295e-05,-11.420684
12061,3.98474e-06,-12.433039
12063,2.995463e-06,-12.718411
12065,0.0007606988,-7.181273
12067,1.1854744e-05,-11.342782
12069,2.0386465e-06,-13.103225
12071,1.0659887e-06,-13.751608
12073,2.319426e-05,-10.671606
12075,3.618423e-06,-12.529472
12077,8.751724e-05,-9.343675
12079,6.402655e-05,-9.656213
12081,2.2347729e-06,-13.011371
12083,3.54565e-07,-14.852374
12085,7.8531434e-07,-14.057181
12086,5.465416e-06,-12.11707
12087,3.9667568e-05,-10.134976
12089,6.528342e-07,-14.241942
12091,1.181804e-06,-13.648468
12093,3.1350603e-05,-10.370277
12095,8.103104e-06,-11.723264
12097,3.3688513e-05,-10.298353
12099,5.8488818e-06,-12.04926
12101,2.965832e-07,-15.030938
12103,1.1573903e-05,-11.366757
12105,3.1427046e-06,-12.670427
12107,6.0611483e-06,-12.013612
12109,2.1301485e-06,-13.059319
12111,5.5336455e-05,-9.802078
12113,1.6732972e-07,-15.6033
12115,5.052771e-06,-12.195574
12117,1.1416937e-05,-11.380413
12119,3.6173253e-06,-12.529776
12121,1.7328347e-06,-13.265752
12123,1.5979647e-05,-11.044195
12125,9.6415215e-06,-11.549432
12127,2.1341555e-06,-13.05744
12129,1.433013e-05,-11.153146
12131,1.0034009e-07,-16.1147
12133,1.9298932e-06,-13.158046
13001,8.697252e-06,-11.652503
13003,2.4705356e-05,-10.608491
13005,1.7202825e-05,-10.970437
13007,0.002538058,-5.976356
13009,0.0002708613,-8.213903
13011,8.58231e-06,-11.665808
13013,2.770799e-06,-12.796375
13015,1.3809886e-06,-13.492711
13017,2.9434197e-05,-10.433353
13019,1.3774907e-05,-11.192662
13021,6.0403992e-05,-9.714456
13023,7.737592e-06,-11.76942
13025,1.3249106e-05,-11.231581
13027,7.581955e-05,-9.487154
13029,8.109879e-06,-11.722427
13031,1.0867164e-05,-11.429765
13033,0.00070533116,-7.256843
13035,2.6270613e-06,-12.849645
13037,0.0029987807,-5.8095493
13039,3.091216e-06,-12.686946
13043,1.0590592e-05,-11.455544
13045,6.8415216e-07,-14.195086
13047,1.1884065e-08,-18.248068
13049,2.4240169e-17,-36.624313
13051,4.0936717e-05,-10.103483
13053,0.00042196945,-7.7705774
13055,2.622636e-05,-10.548745
13057,1.1693195e-06,-13.659089
13059,5.958993e-05,-9.728024
13061,0.0011619432,-6.7576613
13063,6.6861926e-06,-11.915466
13065,2.0649932e-05,-10.787799
13067,5.878478e-06,-12.044212
13069,5.32278e-10,-21.353855
13071,2.2021718e-06,-13.026067
13073,4.942639e-06,-12.217611
13075,1.1908795e-05,-11.338233
13077,1.5377408e-06,-13.385197
13079,2.4807161e-05,-10.604378
13081,3.3487053e-05,-10.304352
13083,5.1888587e-06,-12.168997
13085,3.1256777e-06,-12.675859
13087,4.460596e-05,-10.017643
13089,1.6539634e-06,-13.312336
13091,6.579261e-06,-11.931588
13093,0.0012399429,-6.69269
13095,5.2814466e-05,-9.848725
13097,4.4112265e-05,-10.028772
13099,0.00047891165,-7.6439943
13101,3.8287522e-05,-10.170386
13103,2.4056383e-06,-12.9376955
13105,3.8428802e-06,-12.469289
13107,1.959042e-05,-10.84047
13109,2.6048556e-06,-12.858133
13111,6.285663e-06,-11.97724
13113,1.3658467e-05,-11.201151
13115,3.1852185e-06,-12.65699
13117,2.5673128e-06,-12.872651
13119,1.3526475e-05,-11.210861
13121,5.3925028e-06,-12.130501
13123,1.3263212e-06,-13.533101
13125,2.3926605e-05,-10.640519
13127,1.1077383e-05,-11.410605
13129,9.4075244e-07,-13.876586
13131,5.346636e-06,-12.139043
13133,1.45975855e-05,-11.134654
13135,6.018859e-06,-12.020613
13137,2.187733e-06,-13.032645
13139,1.3259119e-06,-13.53341
13141,1.1239883e-05,-11.396042
13143,8.35165e-06,-11.693051
13145,2.5526706e-06,-12.87837
13147,1.605694e-05,-11.03937
13149,2.0258405e-05,-10.806941
13151,2.229317e-05,-10.71123
13153,1.3385325e-05,-11.221352
13155,6.326631e-06,-11.970743
13157,1.2271045e-06,-13.610853
13159,9.630628e-06,-11.550562
13161,8.825194e-07,-13.940485
13163,0.0010469411,-6.8618827
13165,6.387813e-05,-9.658533
13167,3.1692402e-06,-12.662019
13169,7.0545534e-06,-11.861837
13171,6.631129e-06,-11.923736
13173,2.2548757e-05,-10.699831
13175,7.067262e-06,-11.860038
13177,7.890064e-06,-11.749907
13179,0.00022514432,-8.398769
13181,8.139463e-08,-16.323957
13183,6.959281e-05,-9.572849
13185,2.501819e-05,-10.595907
13187,3.5920693e-06,-12.536782
13189,6.0807295e-05,-9.707801
13191,9.0240086e-05,-9.313037
13193,0.0003331936,-8.006787
13195,5.1130503e-11,-23.696638
13197,5.579754e-05,-9.79378
13199,6.50842e-05,-9.639829
13201,2.1565681e-06,-13.046992
13205,0.000220786,-8.418317
13207,1.8058922e-09,-20.132212
13209,3.3923094e-05,-10.291414
13211,6.43611e-06,-11.953587
13213,6.4545693e-06,-11.950723
13215,6.674851e-05,-9.614578
13217,6.309762e-05,-9.670828
13219,9.598744e-06,-11.553879
13221,2.8730374e-06,-12.76014
13223,3.1579525e-06,-12.665586
13225,0.00040016737,-7.8236275
13227,4.7184894e-06,-12.264022
13229,2.5847612e-06,-12.865877
13231,1.311457e-06,-13.544372
13233,7.2012444e-06,-11.841257
13235,2.826988e-05,-10.473714
13237,2.0108188e-05,-10.8143835
13239,0.006847659,-4.9838486
13241,1.05285735e-05,-11.461418
13243,0.0023463177,-6.0549083
13245,3.3487908e-05,-10.304326
13247,6.103899e-05,-9.703998
13249,3.2674252e-05,-10.328923
13251,2.895039e-05,-10.449927
13253,2.1150823e-05,-10.763832
13255,1.8874462e-05,-10.877701
13257,4.1568383e-06,-12.390756
13259,0.0008548855,-7.0645432
13261,0.0004096147,-7.8002934
13263,0.00035682344,-7.9382696
13265,0.00038198265,-7.8701353
13267,5.786996e-06,-12.059897
13269,9.4370575e-05,-9.268281
13271,5.427751e-05,-9.821401
13273,0.001498763,-6.503115
13275,2.118878e-05,-10.762039
13277,5.9485014e-06,-12.0323715
13279,3.860321e-06,-12.46476
13281,9.658241e-06,-11.547699
13283,3.48558e-05,-10.264291
13285,1.9243507e-05,-10.858336
13287,0.00015215526,-8.790609
13289,0.0014957957,-6.505097
13291,3.9253564e-06,-12.448053
13293,4.4566045e-06,-12.321123
13295,1.1037505e-06,-13.716797
13297,1.0944009e-06,-13.725304
13299,3.3048489e-06,-12.62012
13301,0.0026084639,-5.9489937
13303,0.0006053099,-7.40977
13305,2.2410184e-06,-13.00858
13307,0.003103821,-5.775121
13309,0.00015889439,-8.747271
13311,1.2369139e-06,-13.602891
13313,1.9757326e-06,-13.134571
13315,2.5140393e-05,-10.591035
13317,0.00019346722,-8.550403
13319,0.0002460969,-8.309785
13321,2.887304e-06,-12.755187
15001,1.6156426e-05,-11.033193
15003,7.126336e-06,-11.851713
15007,3.5917266e-05,-10.234292
15009,1.668313e-05,-11.001113
16001,8.8062125e-06,-11.640053
16003,1.7596825e-05,-10.947792
16005,1.0595589e-05,-11.455072
16007,7.124483e-06,-11.851974
16009,2.0567775e-05,-10.791785
16011,1.0617943e-09,-20.663305
16013,0.00027771344,-8.188921
16015,5.380968e-09,-19.040398
16017,1.5114938e-06,-13.402412
16019,2.9462358e-06,-12.7349825
16021,5.0247318e-06,-12.2011385
16023,1.39053855e-05,-11.183234
16025,5.7003497e-05,-9.772398
16027,1.7800726e-06,-13.238856
16029,0.0,-36.841362
16031,6.7629236e-09,-18.811811
16033,5.8194833e-05,-9.751714
16035,4.7063772e-06,-12.266592
16037,1.8036334e-07,-15.528293
16039,8.169552e-06,-11.715096
16041,3.27623e-06,-12.628818
16043,1.8618454e-16,-35.789894
16045,1.1131679e-18,-36.83029
16047,0.0,-36.841362
16049,3.9114287e-15,-33.149628
16051,1.5545454e-16,-35.90349
16053,4.6865716e-06,-12.270809
16055,1.7942684e-15,-33.899944
16057,0.00024057859,-8.332464
16059,3.6771007e-06,-12.513386
16061,7.29001e-37,-36.841362
16063,2.407273e-13,-29.054697
16065,4.15319e-06,-12.391634
16067,2.0172385e-07,-15.416367
16069,1.211641e-06,-13.623535
16071,8.62357e-06,-11.661012
16073,1.1532871e-10,-22.883234
16075,2.5952087e-09,-19.769598
16077,3.2060885e-05,-10.347874
16079,0.000101143916,-9.198966
16081,0.00045014932,-7.705931
16083,6.3182e-08,-16.577246
16085,0.00019535857,-8.540674
16087,0.0,-36.841362
17001,1.4425852e-06,-13.449074
17003,0.0020013293,-6.2139435
17005,6.333422e-05,-9.667085
17007,5.0667226e-05,-9.890231
17009,0.00012369166,-8.997719
17011,2.8743829e-05,-10.4570875
17013,0.00065261236,-7.334527
17015,0.00010626097,-9.149612
17017,0.00010957008,-9.118946
17019,4.955987e-05,-9.912329
17021,2.9224993e-05,-10.440486
17023,2.3934386e-05,-10.640194
17025,3.5267796e-05,-10.252541
17027,2.5136529e-05,-10.591188
17029,7.888656e-06,-11.750085
17031,2.1869819e-07,-15.335573
17033,1.4666023e-05,-11.129977
17035,4.3233627e-05,-10.048892
17037,0.00011782046,-9.046349
17039,1.33546055e-05,-11.223649
17041,2.680208e-06,-12.829617
17043,7.576386e-06,-11.790474
17045,4.1426476e-05,-10.091591
17047,3.841792e-05,-10.166986
17049,1.1800664e-06,-13.64994
17051,4.833165e-05,-9.937424
17053,3.0291972e-06,-12.707213
17055,6.301237e-05,-9.672179
17057,0.00036764028,-7.908406
17059,0.0005059503,-7.589072
17061,9.011993e-05,-9.314369
17063,4.6214177e-06,-12.284809
17065,0.00011920134,-9.034697
17067,6.9924805e-05,-9.56809
17069,0.00021245907,-8.456761
17071,0.00094174495,-6.9677763
17073,4.4510234e-05,-10.019792
17075,1.2649051e-06,-13.580513
17077,0.0006630446,-7.3186684
17079,4.1954903e-05,-10.078916
17081,2.1550413e-05,-10.745115
17083,9.563071e-05,-9.255016
17085,0.00010219464,-9.188631
17087,1.5009253e-05,-11.106844
17089,1.781035e-05,-10.935731
17091,1.0436668e-05,-11.470185
17093,5.640454e-05,-9.782961
17095,0.0007316939,-7.220148
17097,1.3164659e-05,-11.237975
17099,1.01861315e-05,-11.494483
17101,7.635916e-05,-9.4800625
17103,2.0744614e-05,-10.783224
17105,8.740899e-09,-18.555252
17107,1.3305265e-10,-22.740276
17109,2.3781071e-05,-10.646621
17111,1.5379213e-05,-11.082494
17113,3.075832e-05,-10.38935
17115,1.8424006e-06,-13.204441
17117,8.6152686e-05,-9.359389
17119,1.6332826e-05,-11.022334
17121,6.112356e-05,-9.702613
17123,5.2687818e-05,-9.851127
17125,0.00016013834,-8.739472
17127,2.491832e-05,-10.599907
17129,9.1828315e-06,-11.598175
17131,0.00038411238,-7.8645754
17133,6.8375107e-06,-11.893086
17135,0.00010238818,-9.186739
17137,9.121154e-06,-11.604915
17139,4.2977616e-05,-10.0548315
17141,7.92915e-06,-11.744965
17143,7.105614e-05,-9.55204
17145,0.00010111248,-9.199277
17147,9.904462e-06,-11.522525
17149,4.5612724e-05,-9.995324
17151,0.00018196073,-8.61172
17153,0.00022283217,-8.409092
17155,0.0009418027,-6.967715
17157,7.179687e-05,-9.54167
17159,2.017366e-05,-10.811132
17161,7.1321e-05,-9.54832
17163,9.871531e-05,-9.22327
17165,5.0150902e-05,-9.900475
17167,2.2426882e-05,-10.70525
17169,0.00016065822,-8.736231
17171,0.00010273842,-9.183325
17173,2.2723858e-05,-10.692095
17175,6.9009024e-05,-9.581273
17177,6.334889e-05,-9.666853
17179,3.2729943e-08,-17.234976
17181,3.356718e-05,-10.301962
17183,1.8352224e-05,-10.90576
17185,2.4753701e-05,-10.606536
17187,0.00012943718,-8.952315
17189,2.889895e-05,-10.451705
17191,1.3348052e-05,-11.22414
17193,5.086411e-05,-9.886353
17195,0.00029034502,-8.144441
17197,1.7539998e-05,-10.951027
17199,3.6751478e-06,-12.513917
17201,4.9509254e-05,-9.913351
17203,2.527227e-07,-15.190973
18001,7.4209663e-07,-14.113787
18003,6.911914e-06,-11.882264
18005,9.896018e-06,-11.523378
18007,1.2361335e-05,-11.300937
18009,0.0001058689,-9.153309
18011,1.6123244e-05,-11.035249
18013,8.476885e-06,-11.678167
18015,8.872158e-06,-11.632592
18017,9.196566e-06,-11.596681
18019,4.1218523e-06,-12.399208
18021,9.95444e-06,-11.517492
18023,7.836135e-06,-11.756764
18025,0.00015115248,-8.797221
18027,1.1897397e-07,-15.944361
18029,7.8540916e-07,-14.057061
18031,5.302915e-06,-12.147254
18033,4.8494862e-06,-12.236638
18035,4.6221798e-05,-9.9820595
18037,5.5519668e-06,-12.101358
18039,5.1550587e-06,-12.175532
18041,4.6525336e-05,-9.975513
18043,9.853131e-06,-11.527721
18045,3.852748e-05,-10.164139
18047,2.1710757e-06,-13.040288
18049,4.844565e-06,-12.237653
18051,9.663634e-06,-11.547141
18053,2.9530593e-06,-12.732669
18055,1.6633467e-05,-11.004094
18057,6.617147e-06,-11.925846
18059,2.7227215e-06,-12.813879
18061,2.5147342e-06,-12.893343
18063,4.842332e-06,-12.238114
18065,2.0639935e-05,-10.788282
18067,3.3724602e-06,-12.599868
18069,1.0951674e-06,-13.724604
18071,8.820648e-06,-11.638415
18073,5.923507e-06,-12.036582
18075,4.0857e-05,-10.1054325
18077,1.5922082e-05,-11.047804
18079,4.6405883e-05,-9.978085
18081,1.9573572e-06,-13.143915
18083,1.6680922e-05,-11.001245
18085,8.9381604e-07,-13.927766
18087,9.939819e-06,-11.518962
18089,4.5231222e-06,-12.306308
18091,0.00014082315,-8.868006
18093,8.5835114e-07,-13.968252
18095,1.1419923e-05,-11.380151
18097,9.270197e-06,-11.588706
18099,2.725134e-06,-12.812993
18101,9.023874e-06,-11.615637
18103,5.267574e-06,-12.15394
18105,5.6398625e-05,-9.783066
18107,3.3598485e-06,-12.603615
18109,2.9605997e-06,-12.730119
18111,4.7326303e-05,-9.958445
18113,1.6699283e-06,-13.30273
18115,6.6917215e-05,-9.612054
18117,1.8229368e-05,-10.912477
18119,1.9004441e-05,-10.870838
18121,2.36218e-05,-10.65334
18123,0.00049068255,-7.6197133
18125,7.8148514e-05,-9.4569
18127,4.1525607e-05,-10.0892
18129,3.9406214e-06,-12.444172
18131,4.6484784e-06,-12.278971
18133,3.6704691e-06,-12.515191
18135,2.2336548e-05,-10.709287
18137,2.3556297e-06,-12.958702
18139,1.726705e-05,-10.96671
18141,5.2070012e-05,-9.862922
18143,0.00012861645,-8.958676
18145,2.3618163e-06,-12.9560795
18147,3.491702e-05,-10.262536
18149,0.00012933693,-8.95309
18151,3.3143797e-06,-12.61724
18153,6.4606276e-05,-9.647199
18155,0.00013818519,-8.886916
18157,4.928697e-05,-9.9178505
18159,1.3801365e-05,-11.190743
18161,1.9908788e-05,-10.824349
18163,1.1617058e-05,-11.363036
18165,0.00028250963,-8.171798
18167,2.9176465e-05,-10.442148
18169,8.8961644e-07,-13.932475
18171,6.228618e-05,-9.683771
18173,3.4877207e-06,-12.566262
18175,9.287003e-06,-11.586895
18177,7.3034454e-07,-14.129749
18179,2.4895182e-35,-36.841362
18181,1.1131277e-05,-11.405752
18183,2.0102316e-06,-13.117261
19001,0.00010908602,-9.123374
19003,0.00045547282,-7.694175
19005,0.00031354866,-8.067556
19007,0.0001705389,-8.676547
